ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
600415.SH,sse,1703575,2026-04-15,2026-04-30,2025年Q3确认的全球数贸中心选位费收入，占全部已收取选位费的比例大约是多少？剩余选位费将在未来几个季度按什么节奏确认完毕？,尊敬的投资者您好，相关数据请查阅公司已披露的《2025年年度报告》。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1703527,2026-04-15,2026-04-30,请问贵公司对股价不做管理吗？业绩也不错，股价却一路下行，是什么原因？,尊敬的投资者您好，公司已公布《2025年年度报告》和《2026年第一季度报告》。2025年归母净利润42.04亿元，同比增长36.76%。2026年第一季度归母净利润9.90亿元，同比增长23.29%。2025年度利润分配每10股派发现金红利5.00元（含税）。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1703031,2026-04-14,2026-04-30,一问下跌原因就是受多种因素影响，你们作为上市公司，要承担应有的责任，而不是一味地打压，出货，抛售，管理层不行吗，就会这样子，举报投诉就等着吧,感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1703020,2026-04-14,2026-04-30,贵公司使用算力吗，算力是自己建数据中心吗,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1703019,2026-04-14,2026-04-30,贵公司有有数据中心业务吗,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702998,2026-04-14,2026-04-30,贵公司会不会并购AI公司发展自己呢,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1703005,2026-04-14,2026-04-30,中东事件对贵公司影响大吗,尊敬的投资者您好，中东事件对公司没有影响，对于地缘政治风险，公司始终保持高度关注，并将持续加强风险管控。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1703006,2026-04-14,2026-04-30,分红多会到账呢,尊敬的投资者您好，公司2025年度利润分配方案已经2025年年度股东会审议通过，具体实施日期将在权益分派实施公告中披露。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702996,2026-04-14,2026-04-30,贵公司股价喋喋不休，贵公司如何维护股价的稳定呢,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702991,2026-04-14,2026-04-30,AI发展如火如荼，贵公司如何大规模应用AI,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702993,2026-04-14,2026-04-30,贵公司的支付平台运行情况如何呢,尊敬的投资者您好，截至2025年末，义支付累计跨境收款额达112亿美元，业务覆盖176个国家和地区，支持29种主流币种互换，2025年全年跨境业务交易额突破60亿美元，同比增长超50%。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702704,2026-04-14,2026-04-30,公司战略发行H股，股价要到2-3年才会转好，那接下来1-2年还要下跌到PE10-12倍，才能在香港募凑到资金，香港认可的是PE8-10倍，那这1-2年有什么安抚政策，让小股东能坚持2-3年看到希望，主要公司的业绩太明面，没有什么突发利好的看点，才单一，公司要多多发些公司未来的童景，像什么跨境贸易，义支付未来多厉害，吹吹牛， 给小股东留下来的信心，要不然都跑光了,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702834,2026-04-14,2026-04-30,董秘你好，我是贵公司一名忠实的投资者，从电视剧《鸡毛飞上天》认识到的贵公司，贵公司的发展历程让我很是敬佩，从一无所有到现在的世界超市，所以我选择投资贵公司，但是贵公司股价从去年23元之后一路下跌到如今的12元，贵公司却没有任何维稳股价的动作，对于我们投资者的提问也是答非所问，市值已硬生生跌去一半，让我等散户朋友大失所望，贵公司口号有情有义，世界义乌，就是这么回馈给广大投资者的吗？,尊敬的投资者您好，股价波动受多种因素影响，公司经营正常，公司2025年归母净利润42.04亿元，同比增长36.76%，2026年第一季度归母净利润9.90亿元，同比增长23.29%。公司持续努力做好经营，积极为全体股东创造价值，感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702635,2026-04-13,2026-04-30,尊敬的董秘您好，近期是否有回购股份的计划呢？盼复,尊敬的投资者您好，如有相关决策，公司将严格按照法律法规要求及时履行信息披露义务。感谢您对公司的关注！,directional-but-unquantified,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1687847,2026-04-13,2026-04-30,你们全力推进的小商AI， 我看小商AI的小程序是成都一家公司在运营，请问与他们是什么关系。另外小商的商标也是成都这家公司。 如果跟这家没有有关系，是否现在是非法使用小商的商标，是否会对公司构成重大影响。请公司正面回应，因为这是重大影响投资的事件。,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702606,2026-04-13,2026-04-30,董秘您好。公司2025年经营性现金流高达105.29亿元，账上货币资金68.16亿元，短期借款仅1.21亿元，资产负债率持续下降。请问：在公司明显不缺资金的情况下，为何选择在A股股价较高点回撤超47%、逼近52周新低的时点宣布H股上市？管理层是否评估过该公告对现有A股股东市值造成的巨大冲击？这一决策的审批流程中，是否充分听取了中小股东的意见？,尊敬的投资者您好，为深化公司国际化战略布局，持续吸引并集聚优秀的研发与管理人才，增强境外融资能力，进一步提升公司核心竞争力，公司拟申请首次公开发行H股股票并在香港联合交易所有限公司主板挂牌上市。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702603,2026-04-13,2026-04-30,公司股价从23.4元跌至12元，跌幅超47%，数万名股东人均亏损超20%，总市值蒸发超600亿。在长达数月的持续下跌过程中，管理层没有发布任何一份稳定市场信心的公告，没有回购一股，没有增持一股，没有召开一次投资者说明会。请问董秘：管理层这段时间在做什么？是认为股价腰斩是正常现象？还是根本不关心中小股东的死活,尊敬的投资者您好，公司已公布《2025年年度报告》和《2026年第一季度报告》。2025年归母净利润42.04亿元，同比增长36.76%。2026年第一季度归母净利润9.90亿元，同比增长23.29%。感谢您对公司的关注！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1702253,2026-04-13,2026-04-30,股价一直在跌，股价和基本面长期背离，请认真详细回复下广大股民，投资你的意义在哪里？,尊敬的投资者您好，公司已公布《2025年年度报告》和《2026年第一季度报告》。2025年归母净利润42.04亿元，同比增长36.76%。2026年第一季度归母净利润9.90亿元，同比增长23.29%。2025年度利润分配每10股派发现金红利5.00元（含税）。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1739973,,,公司股价一直下跌，请问会不会影响投资者对公司市值管理和未来发展的信心，从而影响公司赴港上市的定价？,尊敬的投资者您好，二级市场股价受宏观环境、市场情绪、行业发展及投资者预期等多种因素影响。公司坚守“打造全球知名的国际贸易综合服务商”的核心使命，聚焦实体市场提质、贸易服务升级、数字生态构建与全球化布局四大战略方向，不断提升公司核心竞争力和长期价值创造能力。 公司高度重视投资者关系管理工作，将持续加强与资本市场的沟通交流。感谢您对公司的关注！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1739824,,,公司与阿里云合作发布了全球首个商贸领域AI大模型，已推出14项应用，注册用户超5.6万，深度使用者订单增幅超30%。请问目前AI产品是否已开始向商户收费？商业化模式是按次调用、按月订阅，还是与交易额挂钩？AI业务对公司营收和利润的贡献在2026年预计能达到什么体量？,尊敬的投资者您好，公司持续推进AI技术与商贸场景深度融合，围绕商品展示、贸易撮合等领域探索相关应用，不断提升平台服务能力和用户体验，具体情况可以查看公司披露的定期报告。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1739823,,,截至2026年6月4日，公司市盈率仅为15倍左右，远低于历史估值中枢。公司管理层是否认为当前股价严重偏离了公司的内在价值？后续是否有计划加大与机构投资者的沟通频次，引导市场重新认识公司的数字化与出海价值？,尊敬的投资者您好，二级市场估值水平受宏观环境、行业发展、市场情绪及投资者预期等多重因素影响，公司始终专注于做好经营管理工作，持续提升核心竞争力和长期价值创造能力。 公司高度重视投资者关系管理工作，将通过业绩说明会、投资者调研、路演交流等多种方式，加强与资本市场的沟通交流，及时传递公司战略规划和经营成果，增进市场对公司业务价值和发展前景的了解。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1739821,,,Chinagoods 平台 GMV、自营及撮合业务营收、平台佣金收入近两年增速情况；目前平台盈利模式成熟度，预计何时实现常态化盈利，未来三年平台业绩增长目标？,"尊敬的投资者您好，Chinagoods平台以贸易数据整合为核心驱动，对接供需双方在生产设计、展示交易、国际物流、国际仓储、金融支付等环节的需求，实现市场资源有效、精准配置，致力于构建真实、开放、融合的数字化贸易综合服务平台。截至2025年底，Chinagoods平台累计在架商品数超1,702万个，全年新增注册采购商70万人，累计注册采购商超550万人，具体情况可以查看公司披露的定期报告。感谢您对公司的关注！",directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1739816,,,公司股价长期横盘、估值处于行业低位，和公司庞大资产体量不匹配，公司如何看待当前估值水平？是否常态化组织机构调研、投资者交流，有无股份回购、大股东增持等维稳市值的备选方案？,尊敬的投资者您好，公司认为当前股价未能真实反映公司价值，将持续努力做好经营，积极为全体股东创造价值。感谢您对公司的关注！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1738568,2026-06-03,,公司股价连续下跌9个月，异常下跌公司有没有自查原因，有没有上报交易所查询是否存在异常问题,尊敬的投资者您好，二级市场股价受宏观环境、行业发展及市场情绪等多种因素影响。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1737446,2026-06-02,,公司股价连跌9个月，主营收租业务，公司提出港股上市出海计划，请问是出海收租吗？,尊敬的投资者您好，港股上市主要是基于公司国际化战略的考量，主要有：1.充分发挥香港桥头堡作用，香港作为连接中国与世界的枢纽，有助于打造“母市场+海外专业分市场”联动模式，推动小商品品牌出海；2.香港可以发挥人才集聚优势，吸引具备国际视野的专业人才加入，支撑公司在跨境贸易、数字服务等领域的发展；3.推动金融与政策协同，利用香港成熟的资本市场和自由流通环境，助力公司跨境资金管理与全球资产配置；4.战略定位重塑，从传统物业管理者向“全球贸易综合服务商”的战略转型。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1737233,2026-06-01,,为了进出口并重共同发力，强烈推荐贵公司恳请义乌市政府全力支持并打造好基础设施，同时向中央提出来，将中国进博会在义乌国际商贸城设立常年分会场！,尊敬的投资者您好，感谢您的建议。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1736128,2026-06-01,,董秘您好！现在公司市值低迷，完全没有体现公司 Chinagoods跨境数字平台，义支付YiwuPay跨境金融，等产品的市场潜力，公司已发布港股招股书，若未来一直市值千亿以下的情况下发行了港股，对公司未来估值是否造成严重冲击？,尊敬的投资者您好，市场估值受宏观环境、行业发展及投资者预期等多重因素影响。公司持续推进Chinagoods平台、义支付（Yiwu Pay）等创新业务发展，不断完善数字贸易生态体系，提升公司长期价值创造能力。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1736124,2026-06-01,,董秘您好！公司能单独披露1. Chinagoods跨境数字平台，3. 义支付YiwuPay跨境金融，2. 海外仓及海外网点，这三点业绩与发展进展吗？作为公司未来潜力是否让市场明白公司未来潜力？,尊敬的投资者您好，项目进展请关注公司披露的定期报告及临时公告。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1736551,2026-06-01,,董秘您好！公司23年投建的数据中心目前进展怎么样？什么时候能投入使用？,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1735734,2026-05-29,,董秘您好！公司现在股价低迷，是否能再次增持公司股份，提升投资者信心？,尊敬的投资者您好，感谢您的建议。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1735044,2026-05-29,,公司是否考虑回购自家股份，或增长分红率耕维护公司股价？,尊敬的投资者您好，公司2024年度现金分红比例为58.87%，2025年度现金分红比例提升至65%，感谢您的建议。,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1734934,2026-05-29,,你们公司辜负了每一个相信你们的股民，股价跌跌不休，毫无管理措施，对于股民的提问置之不理，管理层不作为，睁开眼睛看看，有多少人充满了对你们管理层不作为的怨言！,尊敬的投资者您好，公司高度重视广大投资者的关切，二级市场股价受宏观环境、行业发展及市场情绪等多种因素影响，公司将继续聚焦主营业务发展，努力提升经营业绩和公司价值，以回报投资者。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1734647,2026-05-29,,公司股价连跌9个月是有什么利空吗？,尊敬的投资者您好，公司经营一切正常。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1734243,2026-05-28,,贵公司进出口商品包括芯片，无人机，无人驾驶汽车，机床等高科技产品或米油等大宗商品吗,尊敬的投资者您好，公司目前进出口商品中不涉及您说的芯片、无人机等高科技产品。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1733905,2026-05-28,,公司有在乎股东利益吗？投资者问答不回答。股价暴跌，不管不问。作为投资者对公司管理层感到失望至极,尊敬的投资者您好，公司高度关注二级市场市值情况。股价波动受宏观环境及市场预期等多重因素影响，公司经营基本面保持稳健。未来公司将持续提升核心竞争力和长期盈利能力。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1733848,2026-05-28,,请问小商品城的二级市场退出流程进展如何？还需要多久完成全部流程？是按企业盈利能力退？还是按市值规定退出？,尊敬的投资者您好，感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1732747,2026-05-27,,目前为止是否接到世界杯订单？,尊敬的投资者您好，公司主营业务为市场开发经营及配套服务，本身不直接从事世界杯相关销售。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1731802,2026-05-26,,公司大额分红消息后，公司股价未见上涨趋势，公司对于提振股价有何举措？,尊敬的投资者您好，股价波动受宏观环境及市场预期等多重因素影响，公司始终坚持稳健经营，夯实主营业务，整体经营情况保持良好。业务布局方面，公司正积极推进数字贸易、跨境支付、仓储物流等新业务发展，持续优化商贸业务运营效率，不断提升经营质量和发展韧性。未来，公司将继续聚焦战略目标，增强核心竞争力和可持续发展能力，努力为股东创造长期价值。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1730206,2026-05-25,,企业能否将分红替换为回购注销？根据巴菲特芒格的说法，如果股价低于内在价值适合回购注销，如果股价高于内在价值适合现金分红。,尊敬的投资者您好，感谢您的建议。,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1729417,2026-05-22,,董秘您好，贵公司是否已经申请免税牌照？如果已申请，进展如何？,尊敬的投资者您好，相关业务如有进展，公司将严格按照法律法规要求及时履行信息披露义务。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1727889,2026-05-21,,董秘你好，截止5月20日现在股东多少人？,"尊敬的投资者您好，截至2026年3月底，公司股东户数为178,993户。感谢您对公司的关注！",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1718418,2026-05-15,2026-05-15,贵公司大力开拓海外市场，有跟中国银行建立资金清算战略协同关系吗？怎么保证商户资金流动快稳高效便捷,尊敬的投资者您好，公司旗下义支付（YiWu Pay）已与中国银行合作搭建国内首个“数字人民币 B2B 跨境结算平台”。在技术层面，义支付通过引入大数据、机器学习算法等科技，完善支付与结算服务能力；在基础设施层面，持续强化交易数据安全传输；在风险防控层面，部署风控系统，快速识别可疑交易；在运营保障层面，由合规、风控、反洗钱专业团队提供支持，建立 7×24小时应急响应机制。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1721297,2026-05-13,2026-05-15,您好，近年公司股价持续低迷、长期跑输市场，请问管理层是否复盘核心原因，是否存在经营效率与战略执行不足的问题？传统商贸及商铺租赁业务增长乏力，公司有无明确的新业务布局、打造第二增长曲线的规划？公司具备成熟的商业地产开发、物业运营及场地出租能力，建房商业出租与数据中心机房租赁运营逻辑相通，是否评估过切入数据中心赛道的可行性？当前市场环境快速变化，请问管理层是否会主动变通、优化经营模式，提升公司长期盈利,尊敬的投资者您好，公司高度关注二级市场市值情况。股价波动受宏观环境及市场预期等多重因素影响，公司经营基本面保持稳健。业务布局方面，公司正加快推进数字贸易、跨境支付、仓储物流等新业务发展，并持续优化商贸业务运营效率。未来公司将持续提升核心竞争力和长期盈利能力。感谢您对公司的关注！,substantive,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1720610,2026-05-12,2026-05-15,董秘您好，请问贵公司布局了哪些科技公司？持股比例如何？,尊敬的投资者您好，具体情况可以查看公司披露的定期报告与临时公告。感谢您对公司的关注！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1720474,2026-05-12,2026-05-15,作为地方国企，任凭市值持续走低而不作为，是否同国有资产流失一个道理？,"尊敬的投资者您好，公司高度重视市值管理工作，2025年已完成2024年度利润分配，每10股派发现金红利3.30元（含税），控股股东累计增持公司股份5,288.53万股，增持金额约10亿元。2026年公司将持续完善股东回报机制，稳步提升现金分红比例，积极推进中期分红计划，并通过常态化业绩说明会、投资者开放日等活动加强价值传递。公司始终以提升经营质量和投资者回报为核心目标。感谢您对公司的关注！",substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
600415.SH,sse,1720174,2026-05-12,2026-05-15,尊敬的董秘您好，请问公司目前H股上市推进进度如何？相关中介机构选聘，申报材料准备工作是否已经启动？本次H股上市的融资用途是否与公司出海战略、跨境电商及海外仓业务发展规划相匹配？感谢您的回复,尊敬的投资者您好，公司已召开股东会完成H股上市相关议案审议工作，本次H股上市募集资金在扣除发行费用后，拟主要用于海外业务综合布局及CG平台技术投入等用途，具体投向以招股说明书最终披露为准。感谢您对公司的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600415,sse_e_interaction
